RMSE_3,MAPE_3,MAE_3,RMSE_6,MAPE_6,MAE_6,RMSE_12,MAPE_12,MAE_12
11.46028577411637,17.698107659816742,7.0882062911987305,11.397225266459115,17.67059564590454,7.072501182556152,11.489204979226695,17.880630493164062,7.100006103515625
11.45849283743149,17.687492072582245,7.078094005584717,11.39554827587565,17.66003519296646,7.062410354614258,11.487670259594156,17.86946952342987,7.089387893676758
11.459305785557607,17.692317068576813,7.082709789276123,11.39665491651532,17.667238414287567,7.06929349899292,11.489276032244904,17.881788313388824,7.1010847091674805
11.459474227055397,17.693275213241577,7.083693504333496,11.396150815866239,17.66366809606552,7.0659332275390625,11.487912667285205,17.87087470293045,7.090779781341553
11.891255065025069,19.023913145065308,8.212845802307129,12.046984561961255,19.495990872383118,8.624940872192383,11.959442264476372,19.30527240037918,8.322789192199707
11.460129327759978,17.697185277938843,7.087332725524902,11.39674462133232,17.667357623577118,7.069414138793945,11.488258670498041,17.873194813728333,7.0929484367370605
11.458313062245328,17.686431109905243,7.077056884765625,11.395362821044452,17.658862471580505,7.061276435852051,11.487454412824398,17.867985367774963,7.087981700897217
11.460370986552489,17.69862473011017,7.08871603012085,11.397578039050664,17.672927677631378,7.074736595153809,11.489787335399003,17.885248363018036,7.104400157928467
11.456635690409879,17.67631322145462,7.067400932312012,11.393610559092567,17.647504806518555,7.050410270690918,11.485763362082889,17.855466902256012,7.076078414916992
11.652004583565425,18.418507277965546,7.7179460525512695,11.49425197083919,18.03225427865982,7.388789176940918,11.556881420985116,18.183642625808716,7.370224952697754
